"id","answer","question_option","coverage"
"246700","70080","5779","NULL"
"246701","70064","5680","NULL"
"246702","70098","5862","NULL"
"246703","70102","6088","0.0"
"246704","70102","6089","0.0"
"246705","70102","6090","100.0"
"246706","70102","6091","0.0"
"246707","70102","6092","0.0"
"246708","70103","6093","0.0"
"246709","70103","6094","100.0"
"246710","70103","6095","0.0"
"246711","70103","6096","0.0"
"246712","70103","6097","0.0"
"246713","70104","6276","80.0"
"246714","70104","6277","20.0"
"246715","70104","6278","0.0"
"246716","70104","6279","0.0"
"246717","70104","6098","0.0"
"246718","70105","6103","100.0"
"246719","70105","6104","0.0"
"246720","70105","6105","0.0"
"246721","70105","6107","0.0"
"246722","70105","6108","0.0"
"246723","70106","6109","70.0"
"246724","70106","6110","30.0"
"246725","70106","6111","0.0"
"246726","70106","6112","0.0"
"246727","70107","6115","20.0"
"246728","70107","6116","80.0"
"246729","70107","6117","0.0"
"246730","70107","6113","0.0"
"246731","70107","6114","0.0"
"246732","70108","6118","100.0"
"246733","70108","6119","0.0"
"246734","70108","6120","0.0"
"246735","70108","6121","0.0"
"246736","70108","6122","0.0"
"246737","70108","6123","0.0"
"246738","70109","6124","0.0"
"246739","70109","6125","10.0"
"246740","70109","6126","90.0"
"246741","70109","6127","0.0"
"246742","70109","6128","0.0"
"246747","70111","6133","0.0"
"246748","70111","6134","20.0"
"246749","70111","6135","80.0"
"246750","70111","6136","0.0"
"246751","70111","6137","0.0"
"246752","70112","6138","0.0"
"246753","70112","6139","20.0"
"246754","70112","6140","80.0"
"246755","70112","6141","0.0"
"246756","70112","6142","0.0"
"246757","70113","6148","0.0"
"246758","70113","6149","40.0"
"246759","70113","6150","60.0"
"246760","70113","6151","0.0"
"246761","70114","6152","0.0"
"246762","70114","6153","70.0"
"246763","70114","6154","30.0"
"246764","70114","6155","0.0"
"246770","70116","6163","40.0"
"246771","70116","6164","0.0"
"246772","70116","6161","0.0"
"246773","70116","6162","60.0"
"246774","70118","6171","20.0"
"246775","70118","6172","80.0"
"246776","70118","6173","0.0"
"246777","70118","6174","0.0"
"246778","70118","6175","0.0"
"246779","70119","6182","0.0"
"246780","70119","6280","80.0"
"246781","70119","6281","20.0"
"246782","70119","6284","0.0"
"246783","70119","6285","0.0"
"246784","70120","6183","0.0"
"246785","70120","6184","90.0"
"246786","70120","6185","10.0"
"246787","70120","6186","0.0"
"246788","70120","6187","0.0"
"246789","70120","6188","0.0"
"246790","70121","6291","0.0"
"246791","70121","6195","0.0"
"246792","70121","6286","10.0"
"246793","70121","6287","90.0"
"246794","70121","6288","0.0"
"246795","70121","6289","0.0"
"246796","70121","6290","0.0"
"246797","70122","6196","0.0"
"246798","70122","6197","50.0"
"246799","70122","6198","60.0"
"246800","70122","6199","0.0"
"246801","70123","6200","30.0"
"246802","70123","6201","70.0"
"246803","70123","6202","0.0"
"246804","70123","6203","0.0"
"246805","70123","6204","0.0"
"246806","70124","6205","0.0"
"246807","70124","6206","100.0"
"246808","70124","6207","0.0"
"246809","70124","6208","0.0"
"246810","70125","6292","30.0"
"246811","70125","6293","0.0"
"246812","70125","6214","70.0"
"246813","70125","6294","0.0"
"246814","70125","6295","0.0"
"246815","70125","6296","0.0"
"246816","70126","6215","0.0"
"246817","70126","6216","80.0"
"246818","70126","6217","20.0"
"246819","70126","6218","0.0"
"246820","70127","6219","0.0"
"246821","70127","6220","80.0"
"246822","70127","6221","20.0"
"246823","70127","6222","0.0"
"246824","70127","6223","0.0"
"246825","70127","6224","0.0"
"246826","70128","6227","80.0"
"246827","70128","6228","0.0"
"246828","70128","6230","0.0"
"246829","70128","6231","0.0"
"246830","70128","6225","0.0"
"246831","70128","6226","20.0"
"246832","70129","6232","80.0"
"246833","70129","6233","20.0"
"246834","70129","6234","0.0"
"246835","70129","6235","0.0"
"246836","70129","6236","0.0"
"246837","70129","6237","0.0"
"246838","70130","6243","0.0"
"246839","70130","6238","0.0"
"246840","70130","6239","40.0"
"246841","70130","6242","60.0"
"246842","70131","6244","100.0"
"246843","70131","6245","0.0"
"246844","70131","6246","0.0"
"246845","70131","6247","0.0"
"246846","70131","6250","0.0"
"246847","70132","6297","80.0"
"246848","70132","6298","0.0"
"246849","70132","6299","0.0"
"246850","70132","6300","0.0"
"246851","70132","6255","20.0"
"246852","70134","6261","0.0"
"246853","70134","6262","100.0"
"246854","70134","6263","0.0"
"246855","70134","6264","0.0"
"246856","70134","6265","0.0"
"246857","70136","6275","0.0"
"246858","70136","6271","0.0"
"246859","70136","6272","100.0"
"246860","70136","6273","0.0"
"246861","70136","6274","0.0"
"246867","70147","7587","80.0"
"246868","70147","7588","20.0"
"246869","70147","7589","0.0"
"246870","70147","7590","0.0"
"246871","70147","7586","0.0"
"246872","70149","7459","0.0"
"246873","70149","7460","0.0"
"246874","70149","7461","0.0"
"246875","70149","7462","0.0"
"246876","70149","7463","100.0"
"246877","70150","5955","0.0"
"246878","70150","5951","100.0"
"246879","70150","5952","0.0"
"246880","70150","5953","0.0"
"246881","70150","5954","0.0"
"246882","70151","5956","20.0"
"246883","70151","5957","80.0"
"246884","70152","5958","0.0"
"246885","70152","5959","80.0"
"246886","70152","5960","20.0"
"246887","70152","5961","0.0"
"246888","70153","5962","0.0"
"246889","70153","5963","80.0"
"246890","70153","5964","20.0"
"246891","70153","5965","0.0"
"246892","70153","5966","0.0"
"246893","70154","5967","10.0"
"246894","70154","5968","0.0"
"246895","70154","5969","0.0"
"246896","70154","5970","0.0"
"246897","70155","5971","0.0"
"246898","70155","5972","0.0"
"246899","70155","5973","100.0"
"246900","70155","5974","0.0"
"246901","70155","5975","0.0"
"246902","70156","5976","0.0"
"246903","70156","5977","100.0"
"246904","70156","5978","0.0"
"246905","70157","5979","20.0"
"246906","70157","5980","80.0"
"246907","70157","5981","0.0"
"246908","70157","5982","0.0"
"246909","70158","5983","0.0"
"246910","70158","5984","20.0"
"246911","70158","5985","80.0"
"246912","70158","5986","0.0"
"246913","70159","5987","80.0"
"246914","70159","5988","0.0"
"246915","70159","5989","20.0"
"246916","70159","5990","0.0"
"246917","70159","5991","0.0"
"246918","70160","5992","100.0"
"246919","70160","5993","0.0"
"246920","70160","5994","0.0"
"246921","70160","5995","0.0"
"246922","70161","5996","0.0"
"246923","70161","5997","100.0"
"246924","70161","5998","0.0"
"246925","70162","6156","0.0"
"246926","70162","6157","30.0"
"246927","70162","6158","70.0"
"246928","70162","6159","0.0"
"246929","70162","6160","0.0"
"246935","70164","7591","0.0"
"246936","70164","7592","80.0"
"246937","70164","7593","10.0"
"246938","70164","7594","0.0"
"246939","70164","7595","0.0"
"246940","70165","6131","50.0"
"246941","70165","6132","0.0"
"246942","70165","6129","0.0"
"246943","70165","6130","50.0"
"246944","70166","6301","0.0"
"246945","70166","6302","0.0"
"246946","70166","6303","0.0"
"246947","70166","6018","100.0"
"246948","70167","6019","20.0"
"246949","70167","6020","80.0"
"246950","70167","6021","0.0"
"246951","70167","6022","0.0"
"246952","70169","6028","0.0"
"246953","70169","6029","100.0"
"246954","70169","6030","0.0"
"246955","70169","6031","0.0"
"246956","70169","6032","0.0"
"246957","70170","6035","0.0"
"246958","70170","6036","0.0"
"246959","70170","6037","0.0"
"246960","70170","6038","0.0"
"246961","70170","6033","0.0"
"246962","70170","6034","100.0"
"246963","70171","6039","0.0"
"246964","70171","6040","0.0"
"246965","70171","6041","100.0"
"246966","70171","6042","0.0"
"246967","70171","6043","0.0"
"246968","70171","6045","0.0"
"246969","70172","6051","0.0"
"246970","70172","6046","0.0"
"246971","70172","6047","0.0"
"246972","70172","6048","0.0"
"246973","70172","6049","100.0"
"246974","70172","6050","0.0"
"246975","70173","6052","0.0"
"246976","70173","6053","0.0"
"246977","70173","6054","20.0"
"246978","70173","6055","80.0"
"246979","70173","6056","0.0"
"246980","70174","6057","0.0"
"246981","70174","6058","0.0"
"246982","70174","6059","100.0"
"246983","70174","7596","0.0"
"246984","70174","6060","0.0"
"246985","70176","6068","0.0"
"246986","70176","6069","0.0"
"246987","70176","6070","100.0"
"246988","70176","6071","0.0"
"246989","70176","6072","0.0"
"246990","70177","6073","0.0"
"246991","70177","6074","0.0"
"246992","70177","6075","100.0"
"246993","70177","6076","0.0"
"246994","70177","6077","0.0"
"246995","70178","6078","0.0"
"246996","70178","6079","0.0"
"246997","70178","6080","100.0"
"246998","70178","6081","0.0"
"246999","70178","6082","0.0"
"247000","70179","6083","0.0"
"247001","70179","6084","0.0"
"247002","70179","6085","100.0"
"247003","70179","6086","0.0"
"247004","70179","6087","0.0"
"247006","69818","11718","NULL"
"247007","69822","11760","NULL"
"247008","69797","11600","NULL"
"247009","69826","11777","NULL"
"247010","69848","11726","NULL"
"247011","69801","11618","NULL"
"247012","69805","11648","NULL"
"247013","69784","11539","NULL"
"247014","69830","11797","NULL"
"247015","69809","11667","NULL"
"247016","69836","11509","NULL"
"247017","69788","11555","NULL"
"247018","69813","11695","NULL"
"247019","69834","11815","NULL"
"247020","69792","11575","NULL"
"247021","69840","11527","NULL"
"247022","69817","11713","NULL"
"247023","69794","11583","NULL"
"247024","69819","11722","NULL"
"247025","69823","11765","NULL"
"247026","69798","11604","NULL"
"247027","69827","11783","NULL"
"247028","69802","11622","NULL"
"247029","69806","11652","NULL"
"247030","69785","11542","NULL"
"247031","69831","11802","NULL"
"247032","69810","11671","NULL"
"247033","69837","11514","NULL"
"247034","69789","11562","NULL"
"247035","69814","11701","NULL"
"247036","69835","11818","NULL"
"247037","69844","11736","NULL"
"247038","69793","11579","NULL"
"247039","69841","11531","NULL"
"247040","69846","11744","NULL"
"247041","69795","11592","NULL"
"247042","69842","11679","NULL"
"247043","69824","11769","NULL"
"247044","69799","11608","NULL"
"247045","69828","11789","NULL"
"247046","69807","11659","NULL"
"247047","69803","11626","NULL"
"247048","69786","11547","NULL"
"247049","69811","11687","NULL"
"247050","69832","11806","NULL"
"247051","69838","11520","NULL"
"247052","69790","11566","NULL"
"247053","69815","11708","NULL"
"247054","69845","11740","NULL"
"247055","69821","11757","NULL"
"247056","69847","11748","NULL"
"247057","69796","11596","NULL"
"247058","69843","11683","NULL"
"247059","69825","11773","NULL"
"247060","69800","11612","NULL"
"247061","69783","11535","NULL"
"247062","69829","11794","NULL"
"247063","69804","11634","NULL"
"247064","69808","11663","NULL"
"247065","69787","11550","NULL"
"247066","69833","11810","NULL"
"247067","69812","11691","NULL"
"247068","69839","11523","NULL"
"247069","69791","11569","NULL"
"247070","69816","11710","NULL"
"247071","69820","11751","NULL"
"247098","70233","14368","NULL"
"247099","70251","14024","NULL"
"247100","70234","14374","NULL"
"247101","70252","14030","NULL"
"247102","70253","14032","NULL"
"247103","70235","14376","NULL"
"247104","70236","14382","NULL"
"247105","70238","14044","NULL"
"247106","70239","13973","NULL"
"247107","70237","14384","NULL"
"247108","70240","13976","NULL"
"247109","70241","13981","NULL"
"247110","70242","13985","NULL"
"247111","70243","13992","NULL"
"247112","70229","14039","NULL"
"247113","70244","13996","NULL"
"247114","70230","14042","NULL"
"247115","70245","14002","NULL"
"247116","70246","14005","NULL"
"247117","70254","14358","NULL"
"247118","70180","14036","NULL"
"247119","70247","14011","NULL"
"247120","70248","14013","NULL"
"247121","70249","14018","NULL"
"247122","70231","14362","NULL"
"247123","70232","14366","NULL"
"247124","70250","14022","NULL"
247299,70258,6073,0
247300,70255,14392,0
247301,70255,14393,0
247302,70255,14394,100
247303,70255,14395,0
247304,70255,14396,0
247305,70259,14392,0
247306,70259,14393,0
247307,70259,14394,100
247308,70259,14395,0
247309,70259,14396,0
247310,70256,14397,0
247311,70256,14398,0
247312,70256,14399,100
247313,70256,14400,0
247314,70256,14401,0
247315,70260,14397,0
247316,70260,14398,0
247317,70260,14399,100
247318,70260,14400,0
247319,70260,14401,0
