"id","sequence","variantId","startnode","endnode","startdate","enddate","duration","projectId","type","selector_param","workflow_status","workflow_id","event_id","event_type_id","event_status"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","16237354","INPROGRESS","15","96","16","SUCCESS"
"17","3","variant1","Order Cancelled","Cancelled","2022-09-01T07:17:08","2022-09-01T07:26:32","564","2","Demo","162454444","INPROGRESS","11","69","32","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","16237354","INPROGRESS","15","95","12","SUCCESS"
"14","14","variant2","Reached Origin Port","Reached Interim Port","2022-09-01T07:50:58","2022-09-01T07:50:59","1","2","Demo","1234567123","INPROGRESS","1","3","14","SUCCESS"
"17","6","variant1","Order Placed","Order Cancelled","2022-09-01T07:27:32","2022-09-01T07:27:46","14","2","Demo","162454444","START","11","63","29","SUCCESS"
"14","7","variant2","Reached Warehouse","Order Completed","2022-08-29T13:35:38","2022-08-29T13:35:39","1","2","Demo","16237354","INPROGRESS","15","100","20","SUCCESS"
"17","1","variant1","Order Received","Order Placed","2022-09-01T07:07:10","2022-09-01T07:07:56","46","2","Demo","162454555","INPROGRESS","12","74","32","SUCCESS"
"17","2","variant1","Order Placed","Order Cancelled","2022-09-01T07:07:56","2022-09-01T07:17:08","552","2","Demo","162454444","INPROGRESS","11","64","30","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","162373","START","6","46","11","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","162373","INPROGRESS","6","50","14","SUCCESS"
"17","8","variant1","Cancelled","Complete","2022-09-01T07:28:02","2022-09-01T07:28:02","0","2","Demo","162454555","INPROGRESS","12","72","30","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","162373","INPROGRESS","6","52","19","SUCCESS"
"14","15","variant2","Order Completed","Complete","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"14","11","variant2","Order Placed","Order Confirmed","2022-08-30T06:41:37","2022-08-30T06:41:37","0","2","Demo","16237354","INPROGRESS","15","101","14","SUCCESS"
"14","10","variant2","Order Received","Order Placed","2022-08-30T06:41:36","2022-08-30T06:41:37","1","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"14","12","variant2","Reached Warehouse","Order Completed","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","1234567123","INPROGRESS","1","7","19","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","16237354","INPROGRESS","15","100","20","SUCCESS"
"14","14","variant2","Order Placed","Order Confirmed","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","16237354","START","15","94","11","SUCCESS"
"17","4","variant1","Complete","Order Received","2022-09-01T07:26:32","2022-09-01T07:27:12","40","2","Demo","162454555","INPROGRESS","12","73","31","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","162373","INPROGRESS","6","48","16","SUCCESS"
"14","12","variant2","Order Completed","Complete","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","2","12","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","162373","INPROGRESS","6","51","18","SUCCESS"
"14","12","variant2","Reached Interim Port","Reached Destination Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"17","6","variant1","Order Placed","Order Cancelled","2022-09-01T07:27:32","2022-09-01T07:27:46","14","2","Demo","162454555","INPROGRESS","12","74","32","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"14","14","variant2","Order Placed","Order Confirmed","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","16237354","INPROGRESS","15","96","16","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","1234567123","START","1","1","11","SUCCESS"
"14","15","variant2","Reached Destination Port","Reached Warehouse","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"17","4","variant1","Cancelled","Complete","2022-09-01T07:26:32","2022-09-01T07:26:32","0","2","Demo","162454555","COMPLETE","12","75","33","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","16237354","INPROGRESS","15","99","19","SUCCESS"
"14","11","variant2","Order Placed","Order Confirmed","2022-08-30T06:41:37","2022-08-30T06:41:37","0","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"17","4","variant1","Complete","Order Received","2022-09-01T07:26:32","2022-09-01T07:27:12","40","2","Demo","162454555","COMPLETE","12","75","33","SUCCESS"
"17","8","variant1","Cancelled","Complete","2022-09-01T07:28:02","2022-09-01T07:28:02","0","2","Demo","162454444","INPROGRESS","11","69","32","SUCCESS"
"14","12","variant2","Reached Interim Port","Reached Destination Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","INPROGRESS","15","95","12","SUCCESS"
"14","12","variant2","Reached Origin Port","Reached Interim Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","162373","INPROGRESS","6","50","14","SUCCESS"
"14","15","variant2","Order Completed","Complete","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","COMPLETE","15","102","21","SUCCESS"
"14","11","variant2","Order Placed","Order Confirmed","2022-08-30T06:41:37","2022-08-30T06:41:37","0","2","Demo","16237354","COMPLETE","15","102","21","SUCCESS"
"14","12","variant2","Reached Warehouse","Order Completed","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","162373","INPROGRESS","6","48","16","SUCCESS"
"17","5","variant1","Order Received","Order Placed","2022-09-01T07:27:12","2022-09-01T07:27:32","20","2","Demo","162454555","START","12","71","29","SUCCESS"
"17","3","variant1","Order Cancelled","Cancelled","2022-09-01T07:17:08","2022-09-01T07:26:32","564","2","Demo","162454555","START","12","71","29","SUCCESS"
"14","9","variant2","Complete","Order Received","2022-08-29T13:35:40","2022-08-30T06:41:36","61556","2","Demo","16237354","INPROGRESS","15","98","18","SUCCESS"
"14","6","variant2","Reached Destination Port","Reached Warehouse","2022-08-29T13:35:37","2022-08-29T13:35:38","1","2","Demo","16237354","INPROGRESS","15","99","19","SUCCESS"
"14","14","variant2","Order Placed","Order Confirmed","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"14","9","variant2","Complete","Order Received","2022-08-29T13:35:40","2022-08-30T06:41:36","61556","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","162373","INPROGRESS","6","54","20","SUCCESS"
"14","9","variant2","Complete","Order Received","2022-08-29T13:35:40","2022-08-30T06:41:36","61556","2","Demo","162373","COMPLETE","6","53","21","SUCCESS"
"14","12","variant2","Reached Destination Port","Reached Warehouse","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","7","19","SUCCESS"
"14","12","variant2","Reached Destination Port","Reached Warehouse","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","6","variant2","Reached Destination Port","Reached Warehouse","2022-08-29T13:35:37","2022-08-29T13:35:38","1","2","Demo","162373","COMPLETE","6","53","21","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","1234567123","INPROGRESS","1","5","17","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","1234567123","INPROGRESS","1","2","12","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","16237354","INPROGRESS","15","100","20","SUCCESS"
"14","7","variant2","Reached Warehouse","Order Completed","2022-08-29T13:35:38","2022-08-29T13:35:39","1","2","Demo","16237354","INPROGRESS","15","96","16","SUCCESS"
"14","15","variant2","Reached Destination Port","Reached Warehouse","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","16237354","INPROGRESS","15","101","14","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","16237354","INPROGRESS","15","99","19","SUCCESS"
"14","15","variant2","Reached Destination Port","Reached Warehouse","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","162373","START","6","46","11","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","16237354","INPROGRESS","15","101","14","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","1234567123","INPROGRESS","1","4","16","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","12","variant2","Reached Origin Port","Reached Interim Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","1234567123","INPROGRESS","1","5","17","SUCCESS"
"14","12","variant2","Reached Warehouse","Order Completed","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","162373","INPROGRESS","6","54","20","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","1234567123","START","1","1","11","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","12","variant2","Reached Origin Port","Reached Interim Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","3","14","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","1234567123","INPROGRESS","1","4","16","SUCCESS"
"17","7","variant1","Order Cancelled","Cancelled","2022-09-01T07:27:46","2022-09-01T07:28:02","16","2","Demo","162454555","COMPLETE","12","75","33","SUCCESS"
"17","2","variant1","Order Placed","Order Cancelled","2022-09-01T07:07:56","2022-09-01T07:17:08","552","2","Demo","162454555","INPROGRESS","12","73","31","SUCCESS"
"14","14","variant2","Order Placed","Order Confirmed","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"14","4","variant2","Reached Origin Port","Reached Interim Port","2022-08-29T13:35:35","2022-08-29T13:35:36","1","2","Demo","162373","START","6","46","11","SUCCESS"
"14","14","variant2","Reached Origin Port","Reached Interim Port","2022-09-01T07:50:58","2022-09-01T07:50:59","1","2","Demo","1234567123","START","1","1","11","SUCCESS"
"14","12","variant2","Reached Interim Port","Reached Destination Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","162373","INPROGRESS","6","47","12","SUCCESS"
"17","4","variant1","Complete","Order Received","2022-09-01T07:26:32","2022-09-01T07:27:12","40","2","Demo","162454444","COMPLETE","11","70","33","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","1234567123","START","1","1","11","SUCCESS"
"14","15","variant2","Reached Destination Port","Reached Warehouse","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","INPROGRESS","1","7","19","SUCCESS"
"17","4","variant1","Cancelled","Complete","2022-09-01T07:26:32","2022-09-01T07:26:32","0","2","Demo","162454444","START","11","63","29","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","162373","INPROGRESS","6","51","18","SUCCESS"
"14","12","variant2","Order Completed","Complete","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"14","12","variant2","Reached Warehouse","Order Completed","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"17","3","variant1","Order Cancelled","Cancelled","2022-09-01T07:17:08","2022-09-01T07:26:32","564","2","Demo","162454555","INPROGRESS","12","73","31","SUCCESS"
"14","15","variant2","Reached Interim Port","Reached Destination Port","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","INPROGRESS","1","4","16","SUCCESS"
"14","4","variant2","Reached Origin Port","Reached Interim Port","2022-08-29T13:35:35","2022-08-29T13:35:36","1","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","15","variant2","Reached Interim Port","Reached Destination Port","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","101","14","SUCCESS"
"14","2","variant2","Order Placed","Order Confirmed","2022-08-29T13:35:30","2022-08-29T13:35:31","1","2","Demo","162373","START","6","46","11","SUCCESS"
"14","10","variant2","Order Received","Order Placed","2022-08-30T06:41:36","2022-08-30T06:41:37","1","2","Demo","1234567123","INPROGRESS","1","2","12","SUCCESS"
"14","12","variant2","Order Completed","Complete","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","10","variant2","Order Received","Order Placed","2022-08-30T06:41:36","2022-08-30T06:41:37","1","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","15","variant2","Reached Warehouse","Order Completed","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","100","20","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","15","variant2","Order Completed","Complete","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","162373","INPROGRESS","6","52","19","SUCCESS"
"14","7","variant2","Reached Warehouse","Order Completed","2022-08-29T13:35:38","2022-08-29T13:35:39","1","2","Demo","16237354","COMPLETE","15","102","21","SUCCESS"
"14","3","variant2","Order Confirmed","Reached Origin Port","2022-08-29T13:35:31","2022-08-29T13:35:35","4","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"14","3","variant2","Order Confirmed","Reached Origin Port","2022-08-29T13:35:31","2022-08-29T13:35:35","4","2","Demo","16237354","INPROGRESS","15","100","20","SUCCESS"
"14","15","variant2","Reached Interim Port","Reached Destination Port","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"17","8","variant1","Cancelled","Complete","2022-09-01T07:28:02","2022-09-01T07:28:02","0","2","Demo","162454444","INPROGRESS","11","64","30","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"17","3","variant1","Order Cancelled","Cancelled","2022-09-01T07:17:08","2022-09-01T07:26:32","564","2","Demo","162454444","INPROGRESS","11","67","31","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","16237354","INPROGRESS","15","95","12","SUCCESS"
"14","14","variant2","Order Placed","Order Confirmed","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","1234567123","INPROGRESS","1","2","12","SUCCESS"
"14","9","variant2","Complete","Order Received","2022-08-29T13:35:40","2022-08-30T06:41:36","61556","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"14","11","variant2","Order Placed","Order Confirmed","2022-08-30T06:41:37","2022-08-30T06:41:37","0","2","Demo","162373","INPROGRESS","6","54","20","SUCCESS"
"14","7","variant2","Reached Warehouse","Order Completed","2022-08-29T13:35:38","2022-08-29T13:35:39","1","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"14","15","variant2","Reached Warehouse","Order Completed","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","INPROGRESS","1","7","19","SUCCESS"
"14","12","variant2","Order Completed","Complete","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","162373","START","6","46","11","SUCCESS"
"14","6","variant2","Reached Destination Port","Reached Warehouse","2022-08-29T13:35:37","2022-08-29T13:35:38","1","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"17","8","variant1","Cancelled","Complete","2022-09-01T07:28:02","2022-09-01T07:28:02","0","2","Demo","162454555","COMPLETE","12","75","33","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","16237354","INPROGRESS","15","100","20","SUCCESS"
"14","4","variant2","Reached Origin Port","Reached Interim Port","2022-08-29T13:35:35","2022-08-29T13:35:36","1","2","Demo","162373","INPROGRESS","6","54","20","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","1234567123","INPROGRESS","1","7","19","SUCCESS"
"14","12","variant2","Reached Destination Port","Reached Warehouse","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","162373","INPROGRESS","6","52","19","SUCCESS"
"14","10","variant2","Order Received","Order Placed","2022-08-30T06:41:36","2022-08-30T06:41:37","1","2","Demo","16237354","INPROGRESS","15","95","12","SUCCESS"
"14","12","variant2","Reached Origin Port","Reached Interim Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"14","10","variant2","Order Received","Order Placed","2022-08-30T06:41:36","2022-08-30T06:41:37","1","2","Demo","16237354","INPROGRESS","15","99","19","SUCCESS"
"14","15","variant2","Reached Warehouse","Order Completed","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","162373","INPROGRESS","6","47","12","SUCCESS"
"14","6","variant2","Reached Destination Port","Reached Warehouse","2022-08-29T13:35:37","2022-08-29T13:35:38","1","2","Demo","1234567123","INPROGRESS","1","4","16","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","16237354","COMPLETE","15","102","21","SUCCESS"
"14","15","variant2","Order Completed","Complete","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","14","variant2","Order Placed","Order Confirmed","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","1234567123","INPROGRESS","1","3","14","SUCCESS"
"14","15","variant2","Reached Warehouse","Order Completed","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","99","19","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","15","variant2","Reached Destination Port","Reached Warehouse","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","101","14","SUCCESS"
"14","12","variant2","Order Completed","Complete","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","1234567123","INPROGRESS","1","2","12","SUCCESS"
"14","4","variant2","Reached Origin Port","Reached Interim Port","2022-08-29T13:35:35","2022-08-29T13:35:36","1","2","Demo","16237354","START","15","94","11","SUCCESS"
"14","3","variant2","Order Confirmed","Reached Origin Port","2022-08-29T13:35:31","2022-08-29T13:35:35","4","2","Demo","162373","INPROGRESS","6","48","16","SUCCESS"
"14","10","variant2","Order Received","Order Placed","2022-08-30T06:41:36","2022-08-30T06:41:37","1","2","Demo","162373","COMPLETE","6","53","21","SUCCESS"
"14","12","variant2","Reached Destination Port","Reached Warehouse","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","1234567123","INPROGRESS","1","2","12","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","16237354","INPROGRESS","15","98","18","SUCCESS"
"14","15","variant2","Reached Warehouse","Order Completed","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","162373","COMPLETE","6","53","21","SUCCESS"
"14","7","variant2","Reached Warehouse","Order Completed","2022-08-29T13:35:38","2022-08-29T13:35:39","1","2","Demo","1234567123","INPROGRESS","1","4","16","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","16237354","INPROGRESS","15","101","14","SUCCESS"
"14","11","variant2","Order Placed","Order Confirmed","2022-08-30T06:41:37","2022-08-30T06:41:37","0","2","Demo","162373","INPROGRESS","6","47","12","SUCCESS"
"14","12","variant2","Reached Interim Port","Reached Destination Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","16237354","COMPLETE","15","102","21","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","162373","COMPLETE","6","53","21","SUCCESS"
"14","15","variant2","Reached Interim Port","Reached Destination Port","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","162373","INPROGRESS","6","47","12","SUCCESS"
"14","8","variant2","Order Completed","Complete","2022-08-29T13:35:39","2022-08-29T13:35:40","1","2","Demo","162373","INPROGRESS","6","48","16","SUCCESS"
"14","2","variant2","Order Placed","Order Confirmed","2022-08-29T13:35:30","2022-08-29T13:35:31","1","2","Demo","16237354","INPROGRESS","15","98","18","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","1234567123","START","1","1","11","SUCCESS"
"14","14","variant2","Reached Origin Port","Reached Interim Port","2022-09-01T07:50:58","2022-09-01T07:50:59","1","2","Demo","16237354","INPROGRESS","15","97","17","SUCCESS"
"14","11","variant2","Order Confirmed","Reached Origin Port","2022-08-30T06:41:37","2022-08-30T06:41:38","1","2","Demo","1234567123","INPROGRESS","1","8","20","SUCCESS"
"14","7","variant2","Reached Warehouse","Order Completed","2022-08-29T13:35:38","2022-08-29T13:35:39","1","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","162373","INPROGRESS","6","52","19","SUCCESS"
"14","12","variant2","Reached Interim Port","Reached Destination Port","2022-08-30T06:41:38","2022-08-30T06:41:38","0","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"17","1","variant1","Order Received","Order Placed","2022-09-01T07:07:10","2022-09-01T07:07:56","46","2","Demo","162454444","INPROGRESS","11","64","30","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","162373","INPROGRESS","6","51","18","SUCCESS"
"14","15","variant2","Reached Destination Port","Reached Warehouse","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","6","variant2","Reached Destination Port","Reached Warehouse","2022-08-29T13:35:37","2022-08-29T13:35:38","1","2","Demo","162373","INPROGRESS","6","50","14","SUCCESS"
"14","1","variant2","Order Received","Order Placed","2022-08-29T13:35:29","2022-08-29T13:35:30","1","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","3","variant2","Order Confirmed","Reached Origin Port","2022-08-29T13:35:31","2022-08-29T13:35:35","4","2","Demo","16237354","COMPLETE","15","102","21","SUCCESS"
"14","15","variant2","Reached Warehouse","Order Completed","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","96","16","SUCCESS"
"14","11","variant2","Order Placed","Order Confirmed","2022-08-30T06:41:37","2022-08-30T06:41:37","0","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","12","variant2","Complete","Order Received","2022-08-30T06:41:38","2022-09-01T07:50:57","176959","2","Demo","16237354","INPROGRESS","15","98","18","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","16237354","INPROGRESS","15","98","18","SUCCESS"
"14","4","variant2","Reached Origin Port","Reached Interim Port","2022-08-29T13:35:35","2022-08-29T13:35:36","1","2","Demo","1234567123","INPROGRESS","1","6","18","SUCCESS"
"14","9","variant2","Complete","Order Received","2022-08-29T13:35:40","2022-08-30T06:41:36","61556","2","Demo","162373","INPROGRESS","6","50","14","SUCCESS"
"14","3","variant2","Order Confirmed","Reached Origin Port","2022-08-29T13:35:31","2022-08-29T13:35:35","4","2","Demo","1234567123","INPROGRESS","1","4","16","SUCCESS"
"14","13","variant2","Order Received","Order Placed","2022-09-01T07:50:57","2022-09-01T07:50:58","1","2","Demo","1234567123","COMPLETE","1","9","21","SUCCESS"
"14","14","variant2","Order Confirmed","Reached Origin Port","2022-09-01T07:50:58","2022-09-01T07:50:58","0","2","Demo","162373","INPROGRESS","6","49","17","SUCCESS"
"14","6","variant2","Reached Destination Port","Reached Warehouse","2022-08-29T13:35:37","2022-08-29T13:35:38","1","2","Demo","162373","INPROGRESS","6","47","12","SUCCESS"
"14","15","variant2","Order Completed","Complete","2022-09-01T07:50:59","2022-09-01T07:50:59","0","2","Demo","16237354","INPROGRESS","15","96","16","SUCCESS"
"14","5","variant2","Reached Interim Port","Reached Destination Port","2022-08-29T13:35:36","2022-08-29T13:35:37","1","2","Demo","162373","COMPLETE","6","53","21","SUCCESS"
