"id","name","parent_id","parent_name","last_updated_by","last_updated_date","dimension_id","metric_id","target_level","duration","source","description"
"1707","Move application to a Tier 0 Data Center","NULL","NULL","NULL","2023-02-10","210","719","L3","90","SME","NULL"
"1708","Check if supporting details given in the comments why the capability Design & Build\\Infra platforms\\Hosting  is not applicable.","NULL","NULL","NULL","2023-02-10","210","719","L1","90","SME","NULL"
"1709","Move application to a Tier 1 Data Center","NULL","NULL","NULL","2023-02-10","211","724","L1","90","SME","NULL"
"1710","Move application to a Tier 1 Data Center","NULL","NULL","NULL","2023-02-10","211","724","L3","90","SME","NULL"
"1711","No Recommendation","NULL","NULL","NULL","2023-02-10","211","724","L4","90","SME","NULL"
"1712","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Hosting  is not applicable.","NULL","NULL","NULL","2023-02-10","211","724","L1","90","SME","NULL"
"1713","Move application to a Tier 0 Data Center","NULL","NULL","NULL","2023-02-10","211","725","L1","90","SME","NULL"
"1714","Move application to a Tier 0 Data Center","NULL","NULL","NULL","2023-02-10","211","725","L3","90","SME","NULL"
"1715","No Recommendation","NULL","NULL","NULL","2023-02-10","211","725","L4","90","SME","NULL"
"1716","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Hosting  is not applicable.","NULL","NULL","NULL","2023-02-10","211","725","L1","90","SME","NULL"
"1717","Data Centre/ Cloud HostingSilverRecom","NULL","NULL","NULL","2023-02-10","211","726","L1","90","SME","NULL"
"1718","Data Centre/ Cloud HostingSilverRecom","NULL","NULL","NULL","2023-02-10","211","726","L3","90","SME","NULL"
"1719","No Recommendation","NULL","NULL","NULL","2023-02-10","211","726","L4","90","SME","NULL"
"1720","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Internal data centre category rating  is not applicable.","NULL","NULL","NULL","2023-02-10","211","726","L1","90","SME","NULL"
"1721","Data Centre/ Cloud HostingBronzeRecom","NULL","NULL","NULL","2023-02-10","211","727","L1","90","SME","NULL"
"1722","Data Centre/ Cloud HostingBronzeRecom","NULL","NULL","NULL","2023-02-10","211","727","L3","90","SME","NULL"
"1723","No Recommendation","NULL","NULL","NULL","2023-02-10","211","727","L4","90","SME","NULL"
"1724","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Internal data centre category rating  is not applicable.","NULL","NULL","NULL","2023-02-10","211","727","L1","90","SME","NULL"
"1725","Move application to a Staretegic Cloud provider.,NULL
Cloud hosting provides scalable infrastructure which can be hosted in multiple data centers and also geographically seperated.","NULL","NULL","NULL","2023-02-10","211","728","L1","90","SME","NULL"
"1726","Move application to a Staretegic Cloud provider.,NULL
Cloud hosting provides scalable infrastructure which can be hosted in multiple data centers and also geographically seperated.","NULL","NULL","NULL","2023-02-10","211","728","L3","90","SME","NULL"
"1727","No Recommendation","NULL","NULL","NULL","2023-02-10","211","728","L4","90","SME","NULL"
"1728","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Hosting  is not applicable.","NULL","NULL","NULL","2023-02-10","211","728","L1","90","SME","NULL"
"1729","Data Centre/ Cloud HostingGoldRecom","NULL","NULL","NULL","2023-02-10","211","729","L1","90","SME","NULL"
"1730","Data Centre/ Cloud HostingGoldRecom","NULL","NULL","NULL","2023-02-10","211","729","L3","90","SME","NULL"
"1731","No Recommendation","NULL","NULL","NULL","2023-02-10","211","729","L4","90","SME","NULL"
"1732","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Internal data centre category rating  is not applicable.","NULL","NULL","NULL","2023-02-10","211","729","L1","90","SME","NULL"
"1733","Move application to internal Cloud platform like IKP or ICP hosted in a Tier 0 Data Center","NULL","NULL","NULL","2023-02-10","211","730","L1","90","SME","NULL"
"1734","Move application to internal Cloud platform like IKP or ICP hosted in a Tier 0 Data Center","NULL","NULL","NULL","2023-02-10","211","730","L3","90","SME","NULL"
"1735","No Recommendation","NULL","NULL","NULL","2023-02-10","211","730","L4","90","SME","NULL"
"1736","Check if supporting details given in the comments why the capability Design & Build\\Data Centre/ Cloud Hosting\\Hosting  is not applicable.","NULL","NULL","NULL","2023-02-10","211","730","L1","90","SME","NULL"
"1737","Check and undestand reason for no Live/Live implemenation with active DR site. ,NULL
Check if DR swtiching is manual or automated?,NULL
if the system is Tier 0 then Live/Live implementaiton is preferred as no or minimal downtime is expected.","NULL","NULL","NULL","2023-02-10","212","731","L1","90","SME","NULL"
"1738","Check and undestand reason for no Live/Live implemenation with active DR site. ,NULL
Check if DR swtiching is manual or automated?,NULL
if the system is Tier 0 then Live/Live implementaiton is preferred as no or minimal downtime is expected.","NULL","NULL","NULL","2023-02-10","212","731","L3","90","SME","NULL"
"1739","No Recommendation","NULL","NULL","NULL","2023-02-10","212","731","L4","90","SME","NULL"
"1740","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\DR failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","731","L1","90","SME","NULL"
"1741","Regularly do the capacity planning to praoactively address capacity related issues.,NULL
Check if auto scalling is active to address increased load and if not then strongly recommand capacity planning.","NULL","NULL","NULL","2023-02-10","212","732","L1","90","SME","NULL"
"1742","Regularly do the capacity planning to praoactively address capacity related issues.,NULL
Check if auto scalling is active to address increased load and if not then strongly recommand capacity planning.","NULL","NULL","NULL","2023-02-10","212","732","L3","90","SME","NULL"
"1743","No Recommendation","NULL","NULL","NULL","2023-02-10","212","732","L4","90","SME","NULL"
"1744","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Service level capacity planning  is not applicable.","NULL","NULL","NULL","2023-02-10","212","732","L1","90","SME","NULL"
"1745","At least daily back ups should be planned.","NULL","NULL","NULL","2023-02-10","212","733","L1","90","SME","NULL"
"1746","At least daily back ups should be planned.","NULL","NULL","NULL","2023-02-10","212","733","L3","90","SME","NULL"
"1747","No Recommendation","NULL","NULL","NULL","2023-02-10","212","733","L4","90","SME","NULL"
"1748","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Backups & Recovery  is not applicable.","NULL","NULL","NULL","2023-02-10","212","733","L1","90","SME","NULL"
"1749","Explore the options to implement predictive capacity monitoring.","NULL","NULL","NULL","2023-02-10","212","734","L1","90","SME","NULL"
"1750","Explore the options to implement predictive capacity monitoring.","NULL","NULL","NULL","2023-02-10","212","734","L3","90","SME","NULL"
"1751","No Recommendation","NULL","NULL","NULL","2023-02-10","212","734","L4","90","SME","NULL"
"1752","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Service level capacity planning  is not applicable.","NULL","NULL","NULL","2023-02-10","212","734","L1","90","SME","NULL"
"1753","Implement Live/Live availabilty pattern for the service in the production local site.","NULL","NULL","NULL","2023-02-10","212","735","L1","90","SME","NULL"
"1754","Implement Live/Live availabilty pattern for the service in the production local site.","NULL","NULL","NULL","2023-02-10","212","735","L3","90","SME","NULL"
"1755","No Recommendation","NULL","NULL","NULL","2023-02-10","212","735","L4","90","SME","NULL"
"1756","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Production site local failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","735","L1","90","SME","NULL"
"1757","Service-owned infrastructure layerGoldRecom","NULL","NULL","NULL","2023-02-10","212","736","L1","90","SME","NULL"
"1758","Service-owned infrastructure layerGoldRecom","NULL","NULL","NULL","2023-02-10","212","736","L3","90","SME","NULL"
"1759","No Recommendation","NULL","NULL","NULL","2023-02-10","212","736","L4","90","SME","NULL"
"1760","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Backups & Recovery  is not applicable.","NULL","NULL","NULL","2023-02-10","212","736","L1","90","SME","NULL"
"1761","Implement automatic failover mechanism to a local standby instance.,NULL
Explore the possibilities to redeploy the environment automatically.","NULL","NULL","NULL","2023-02-10","212","737","L1","90","SME","NULL"
"1762","Implement automatic failover mechanism to a local standby instance.,NULL
Explore the possibilities to redeploy the environment automatically.","NULL","NULL","NULL","2023-02-10","212","737","L3","90","SME","NULL"
"1763","No Recommendation","NULL","NULL","NULL","2023-02-10","212","737","L4","90","SME","NULL"
"1764","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Production site local failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","737","L1","90","SME","NULL"
"1765","Service-owned infrastructure layerBronzeRecom","NULL","NULL","NULL","2023-02-10","212","738","L1","90","SME","NULL"
"1766","Service-owned infrastructure layerBronzeRecom","NULL","NULL","NULL","2023-02-10","212","738","L3","90","SME","NULL"
"1767","No Recommendation","NULL","NULL","NULL","2023-02-10","212","738","L4","90","SME","NULL"
"1768","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Service level capacity planning  is not applicable.","NULL","NULL","NULL","2023-02-10","212","738","L1","90","SME","NULL"
"1769","Ensure the workload distribution is dynamically portable across differet sites.","NULL","NULL","NULL","2023-02-10","212","739","L1","90","SME","NULL"
"1770","Ensure the workload distribution is dynamically portable across differet sites.","NULL","NULL","NULL","2023-02-10","212","739","L3","90","SME","NULL"
"1771","No Recommendation","NULL","NULL","NULL","2023-02-10","212","739","L4","90","SME","NULL"
"1772","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\DR failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","739","L1","90","SME","NULL"
"1773","Service-owned infrastructure layerBronzeRecom","NULL","NULL","NULL","2023-02-10","212","740","L1","90","SME","NULL"
"1774","Service-owned infrastructure layerBronzeRecom","NULL","NULL","NULL","2023-02-10","212","740","L3","90","SME","NULL"
"1775","No Recommendation","NULL","NULL","NULL","2023-02-10","212","740","L4","90","SME","NULL"
"1776","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\DR failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","740","L1","90","SME","NULL"
"1777","Service-owned infrastructure layerPlatinumRecom","NULL","NULL","NULL","2023-02-10","212","731","L1","90","SME","NULL"
"1778","Service-owned infrastructure layerPlatinumRecom","NULL","NULL","NULL","2023-02-10","212","731","L3","90","SME","NULL"
"1779","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Backups & Recovery  is not applicable.","NULL","NULL","NULL","2023-02-10","212","731","L1","90","SME","NULL"
"1780","Service-owned infrastructure layerBronzeRecom","NULL","NULL","NULL","2023-02-10","212","732","L1","90","SME","NULL"
"1781","Service-owned infrastructure layerBronzeRecom","NULL","NULL","NULL","2023-02-10","212","732","L3","90","SME","NULL"
"1782","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Production site local failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","732","L1","90","SME","NULL"
"1783","Explore the opportunities to implement automated DR failover process.","NULL","NULL","NULL","2023-02-10","212","733","L1","90","SME","NULL"
"1784","Explore the opportunities to implement automated DR failover process.","NULL","NULL","NULL","2023-02-10","212","733","L3","90","SME","NULL"
"1785","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\DR failover  is not applicable.","NULL","NULL","NULL","2023-02-10","212","733","L1","90","SME","NULL"
"1786","Explore the opportunities to implement autoscaling mechanism.","NULL","NULL","NULL","2023-02-10","212","734","L1","90","SME","NULL"
"1787","Explore the opportunities to implement autoscaling mechanism.","NULL","NULL","NULL","2023-02-10","212","734","L3","90","SME","NULL"
"1788","Implement same site resiliency across local independent infrastructure.,NULL
Ensure the workload distribution is dynamically portable across independent local infrastructre.","NULL","NULL","NULL","2023-02-10","212","735","L1","90","SME","NULL"
"1789","Implement same site resiliency across local independent infrastructure.,NULL
Ensure the workload distribution is dynamically portable across independent local infrastructre.","NULL","NULL","NULL","2023-02-10","212","735","L3","90","SME","NULL"
"1790","Service-owned infrastructure layerSilverRecom","NULL","NULL","NULL","2023-02-10","212","736","L1","90","SME","NULL"
"1791","Service-owned infrastructure layerSilverRecom","NULL","NULL","NULL","2023-02-10","212","736","L3","90","SME","NULL"
"1792","At least daily back ups should be planned.","NULL","NULL","NULL","2023-02-10","212","737","L1","90","SME","NULL"
"1793","At least daily back ups should be planned.","NULL","NULL","NULL","2023-02-10","212","737","L3","90","SME","NULL"
"1794","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Backups & Recovery  is not applicable.","NULL","NULL","NULL","2023-02-10","212","737","L1","90","SME","NULL"
"1795","Follow the BRETT process and complete the restoration testing exercise","NULL","NULL","NULL","2023-02-10","212","738","L1","90","SME","NULL"
"1796","Follow the BRETT process and complete the restoration testing exercise","NULL","NULL","NULL","2023-02-10","212","738","L3","90","SME","NULL"
"1797","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Backups & Recovery  is not applicable.","NULL","NULL","NULL","2023-02-10","212","738","L1","90","SME","NULL"
"1798","Document Data Retention/Life Cycle/Archival Strategy for this IT Service that is aligned with Backup and Recovery plans","NULL","NULL","NULL","2023-02-10","212","739","L1","90","SME","NULL"
"1799","Document Data Retention/Life Cycle/Archival Strategy for this IT Service that is aligned with Backup and Recovery plans","NULL","NULL","NULL","2023-02-10","212","739","L3","90","SME","NULL"
"1800","Check if supporting details given in the comments why the capability Design & Build\\Service-owned infrastructure layer\\Backups & Recovery  is not applicable.","NULL","NULL","NULL","2023-02-10","212","739","L1","90","SME","NULL"
"1801","Explore the opportunities to automatically discover the technical components and linked to an IT Service.","NULL","NULL","NULL","2023-02-10","214","741","L1","90","SME","NULL"
"1802","Explore the opportunities to automatically discover the technical components and linked to an IT Service.","NULL","NULL","NULL","2023-02-10","214","741","L3","90","SME","NULL"
"1803","No Recommendation","NULL","NULL","NULL","2023-02-10","214","741","L4","90","SME","NULL"
"1804","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Automated component discovery  is not applicable.","NULL","NULL","NULL","2023-02-10","214","741","L1","90","SME","NULL"
"1805","Explore the opportunities to automatically start or stop the components in sequence without manual intervention.,NULL
Human errors can be reduced and prevented.","NULL","NULL","NULL","2023-02-10","214","742","L1","90","SME","NULL"
"1806","Explore the opportunities to automatically start or stop the components in sequence without manual intervention.,NULL
Human errors can be reduced and prevented.","NULL","NULL","NULL","2023-02-10","214","742","L3","90","SME","NULL"
"1807","No Recommendation","NULL","NULL","NULL","2023-02-10","214","742","L4","90","SME","NULL"
"1808","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Automated stop & start of full application stack  is not applicable.","NULL","NULL","NULL","2023-02-10","214","742","L1","90","SME","NULL"
"1809","Explore the opportunities to implement automated testing and gating as part of release process.,NULL
Configure testing with CI/CD pipeline.","NULL","NULL","NULL","2023-02-10","214","743","L1","90","SME","NULL"
"1810","Explore the opportunities to implement automated testing and gating as part of release process.,NULL
Configure testing with CI/CD pipeline.","NULL","NULL","NULL","2023-02-10","214","743","L3","90","SME","NULL"
"1811","No Recommendation","NULL","NULL","NULL","2023-02-10","214","743","L4","90","SME","NULL"
"1812","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Automated testing and backout of changes  is not applicable.","NULL","NULL","NULL","2023-02-10","214","743","L1","90","SME","NULL"
"1813","Service ManagementSilverRecom","NULL","NULL","NULL","2023-02-10","214","744","L1","90","SME","NULL"
"1814","Service ManagementSilverRecom","NULL","NULL","NULL","2023-02-10","214","744","L3","90","SME","NULL"
"1815","No Recommendation","NULL","NULL","NULL","2023-02-10","214","744","L4","90","SME","NULL"
"1816","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Proactive problem management   is not applicable.","NULL","NULL","NULL","2023-02-10","214","744","L1","90","SME","NULL"
"1817","Service ManagementSilverRecom","NULL","NULL","NULL","2023-02-10","214","745","L1","90","SME","NULL"
"1818","Service ManagementSilverRecom","NULL","NULL","NULL","2023-02-10","214","745","L3","90","SME","NULL"
"1819","No Recommendation","NULL","NULL","NULL","2023-02-10","214","745","L4","90","SME","NULL"
"1820","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Resilience objectives  is not applicable.","NULL","NULL","NULL","2023-02-10","214","745","L1","90","SME","NULL"
"1821","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","746","L1","90","SME","NULL"
"1822","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","746","L3","90","SME","NULL"
"1823","No Recommendation","NULL","NULL","NULL","2023-02-10","214","746","L4","90","SME","NULL"
"1824","Check if supporting details given in the comments why the capability Service Management\\Service Management\\SLA - tracked availability, MTTR, MTBF  is not applicable.","NULL","NULL","NULL","2023-02-10","214","746","L1","90","SME","NULL"
"1825","Ensure the dependencies from business services are mapped to underlying IT services.","NULL","NULL","NULL","2023-02-10","214","747","L1","90","SME","NULL"
"1826","Ensure the dependencies from business services are mapped to underlying IT services.","NULL","NULL","NULL","2023-02-10","214","747","L3","90","SME","NULL"
"1827","No Recommendation","NULL","NULL","NULL","2023-02-10","214","747","L4","90","SME","NULL"
"1828","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Service Chains defined   is not applicable.","NULL","NULL","NULL","2023-02-10","214","747","L1","90","SME","NULL"
"1829","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","748","L1","90","SME","NULL"
"1830","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","748","L3","90","SME","NULL"
"1831","No Recommendation","NULL","NULL","NULL","2023-02-10","214","748","L4","90","SME","NULL"
"1832","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Capacity planning   is not applicable.","NULL","NULL","NULL","2023-02-10","214","748","L1","90","SME","NULL"
"1833","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","749","L1","90","SME","NULL"
"1834","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","749","L3","90","SME","NULL"
"1835","No Recommendation","NULL","NULL","NULL","2023-02-10","214","749","L4","90","SME","NULL"
"1836","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Regular failover tests (local and DR)  is not applicable.","NULL","NULL","NULL","2023-02-10","214","749","L1","90","SME","NULL"
"1837","Explore opportunities to implement proactive monitoring.","NULL","NULL","NULL","2023-02-10","214","750","L1","90","SME","NULL"
"1838","Explore opportunities to implement proactive monitoring.","NULL","NULL","NULL","2023-02-10","214","750","L3","90","SME","NULL"
"1839","No Recommendation","NULL","NULL","NULL","2023-02-10","214","750","L4","90","SME","NULL"
"1840","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Proactive problem management   is not applicable.","NULL","NULL","NULL","2023-02-10","214","750","L1","90","SME","NULL"
"1841","Ensure the architects are involved in Incident reviews to have preventive measures implemented to avoid more incidents occurring.","NULL","NULL","NULL","2023-02-10","214","741","L1","90","SME","NULL"
"1842","Ensure the architects are involved in Incident reviews to have preventive measures implemented to avoid more incidents occurring.","NULL","NULL","NULL","2023-02-10","214","741","L3","90","SME","NULL"
"1843","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Proactive problem management   is not applicable.","NULL","NULL","NULL","2023-02-10","214","741","L1","90","SME","NULL"
"1844","Explore the opportunities to implement automated capacity management based on telemetry feedback.","NULL","NULL","NULL","2023-02-10","214","742","L1","90","SME","NULL"
"1845","Explore the opportunities to implement automated capacity management based on telemetry feedback.","NULL","NULL","NULL","2023-02-10","214","742","L3","90","SME","NULL"
"1846","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Automated capacity management   is not applicable.","NULL","NULL","NULL","2023-02-10","214","742","L1","90","SME","NULL"
"1847","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","743","L1","90","SME","NULL"
"1848","Service ManagementBronzeRecom","NULL","NULL","NULL","2023-02-10","214","743","L3","90","SME","NULL"
"1849","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Source code control  is not applicable.","NULL","NULL","NULL","2023-02-10","214","743","L1","90","SME","NULL"
"1850","Explore the oppotunities to implement auotmated full stack recovery and build.","NULL","NULL","NULL","2023-02-10","214","744","L1","90","SME","NULL"
"1851","Explore the oppotunities to implement auotmated full stack recovery and build.","NULL","NULL","NULL","2023-02-10","214","744","L3","90","SME","NULL"
"1852","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Automated full stack recovery & rebuild  is not applicable.","NULL","NULL","NULL","2023-02-10","214","744","L1","90","SME","NULL"
"1853","Start considering error budgets in release prioritisation.","NULL","NULL","NULL","2023-02-10","214","745","L1","90","SME","NULL"
"1854","Start considering error budgets in release prioritisation.","NULL","NULL","NULL","2023-02-10","214","745","L3","90","SME","NULL"
"1855","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Resilience Risk Management  is not applicable.","NULL","NULL","NULL","2023-02-10","214","745","L1","90","SME","NULL"
"1856","Risk register to be maintained.","NULL","NULL","NULL","2023-02-10","214","746","L1","90","SME","NULL"
"1857","Risk register to be maintained.","NULL","NULL","NULL","2023-02-10","214","746","L3","90","SME","NULL"
"1858","Check if supporting details given in the comments why the capability Service Management\\Service Management\\Resilience Risk Management  is not applicable.","NULL","NULL","NULL","2023-02-10","214","746","L1","90","SME","NULL"
"1859","Explore the opportunities to implement synthetic monitoring.","NULL","NULL","NULL","2023-02-10","216","751","L1","90","SME","NULL"
"1860","Explore the opportunities to implement synthetic monitoring.","NULL","NULL","NULL","2023-02-10","216","751","L3","90","SME","NULL"
"1861","No Recommendation","NULL","NULL","NULL","2023-02-10","216","751","L4","90","SME","NULL"
"1862","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Real & simulated user experience monitoring  is not applicable.","NULL","NULL","NULL","2023-02-10","216","751","L1","90","SME","NULL"
"1863","Monitoring & AlertingBronzeRecom","NULL","NULL","NULL","2023-02-10","216","752","L1","90","SME","NULL"
"1864","Monitoring & AlertingBronzeRecom","NULL","NULL","NULL","2023-02-10","216","752","L3","90","SME","NULL"
"1865","No Recommendation","NULL","NULL","NULL","2023-02-10","216","752","L4","90","SME","NULL"
"1866","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Notification, escalation, audit and oversight   is not applicable.","NULL","NULL","NULL","2023-02-10","216","752","L1","90","SME","NULL"
"1867","Monitoring & AlertingBronzeRecom","NULL","NULL","NULL","2023-02-10","216","753","L1","90","SME","NULL"
"1868","Monitoring & AlertingBronzeRecom","NULL","NULL","NULL","2023-02-10","216","753","L3","90","SME","NULL"
"1869","No Recommendation","NULL","NULL","NULL","2023-02-10","216","753","L4","90","SME","NULL"
"1870","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Component Monitoring   is not applicable.","NULL","NULL","NULL","2023-02-10","216","753","L1","90","SME","NULL"
"1871","Exploring self-healing capabilities to automatically recover the service based on monitoring and telemetry data.,NULL
Reduces the MTTR.","NULL","NULL","NULL","2023-02-10","216","754","L1","90","SME","NULL"
"1872","Exploring self-healing capabilities to automatically recover the service based on monitoring and telemetry data.,NULL
Reduces the MTTR.","NULL","NULL","NULL","2023-02-10","216","754","L3","90","SME","NULL"
"1873","No Recommendation","NULL","NULL","NULL","2023-02-10","216","754","L4","90","SME","NULL"
"1874","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Self-healing  is not applicable.","NULL","NULL","NULL","2023-02-10","216","754","L1","90","SME","NULL"
"1875","Establish an approach to have service level situational awareness for individual components for handling normal and peaks loads.","NULL","NULL","NULL","2023-02-10","216","755","L1","90","SME","NULL"
"1876","Establish an approach to have service level situational awareness for individual components for handling normal and peaks loads.","NULL","NULL","NULL","2023-02-10","216","755","L3","90","SME","NULL"
"1877","No Recommendation","NULL","NULL","NULL","2023-02-10","216","755","L4","90","SME","NULL"
"1878","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Application Thresholds & Logging  is not applicable.","NULL","NULL","NULL","2023-02-10","216","755","L1","90","SME","NULL"
"1879","Ensure to capture the state and event of the application as part of logging.","NULL","NULL","NULL","2023-02-10","216","756","L1","90","SME","NULL"
"1880","Ensure to capture the state and event of the application as part of logging.","NULL","NULL","NULL","2023-02-10","216","756","L3","90","SME","NULL"
"1881","No Recommendation","NULL","NULL","NULL","2023-02-10","216","756","L4","90","SME","NULL"
"1882","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Application Logging & Monitoring   is not applicable.","NULL","NULL","NULL","2023-02-10","216","756","L1","90","SME","NULL"
"1883","Have an implementation for centralised collection of processing of the telemetry data.,NULL
Improves the efficiency in analysing the logs for the issues.","NULL","NULL","NULL","2023-02-10","216","757","L1","90","SME","NULL"
"1884","Have an implementation for centralised collection of processing of the telemetry data.,NULL
Improves the efficiency in analysing the logs for the issues.","NULL","NULL","NULL","2023-02-10","216","757","L3","90","SME","NULL"
"1885","No Recommendation","NULL","NULL","NULL","2023-02-10","216","757","L4","90","SME","NULL"
"1886","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Application Thresholds & Logging  is not applicable.","NULL","NULL","NULL","2023-02-10","216","757","L1","90","SME","NULL"
"1887","Explore opportunities to implement health checks for critical component to detect failues.","NULL","NULL","NULL","2023-02-10","216","758","L1","90","SME","NULL"
"1888","Explore opportunities to implement health checks for critical component to detect failues.","NULL","NULL","NULL","2023-02-10","216","758","L3","90","SME","NULL"
"1889","No Recommendation","NULL","NULL","NULL","2023-02-10","216","758","L4","90","SME","NULL"
"1890","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Healthchecks   is not applicable.","NULL","NULL","NULL","2023-02-10","216","758","L1","90","SME","NULL"
"1891","Explore the opportunities to implement synthetic monitoring.","NULL","NULL","NULL","2023-02-10","216","759","L1","90","SME","NULL"
"1892","Explore the opportunities to implement synthetic monitoring.","NULL","NULL","NULL","2023-02-10","216","759","L3","90","SME","NULL"
"1893","No Recommendation","NULL","NULL","NULL","2023-02-10","216","759","L4","90","SME","NULL"
"1894","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Real & simulated user experience monitoring  is not applicable.","NULL","NULL","NULL","2023-02-10","216","759","L1","90","SME","NULL"
"1895","Explore the opportunities to have standard logging tools and application logs availability for centralised telemetry processing.","NULL","NULL","NULL","2023-02-10","216","760","L1","90","SME","NULL"
"1896","Explore the opportunities to have standard logging tools and application logs availability for centralised telemetry processing.","NULL","NULL","NULL","2023-02-10","216","760","L3","90","SME","NULL"
"1897","No Recommendation","NULL","NULL","NULL","2023-02-10","216","760","L4","90","SME","NULL"
"1898","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Application Logging & Monitoring   is not applicable.","NULL","NULL","NULL","2023-02-10","216","760","L1","90","SME","NULL"
"1899","Monitoring & AlertingSilverRecom","NULL","NULL","NULL","2023-02-10","216","751","L1","90","SME","NULL"
"1900","Monitoring & AlertingSilverRecom","NULL","NULL","NULL","2023-02-10","216","751","L3","90","SME","NULL"
"1901","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Dashboards   is not applicable.","NULL","NULL","NULL","2023-02-10","216","751","L1","90","SME","NULL"
"1902","Set up service health dashboards","NULL","NULL","NULL","2023-02-10","216","752","L1","90","SME","NULL"
"1903","Set up service health dashboards","NULL","NULL","NULL","2023-02-10","216","752","L3","90","SME","NULL"
"1904","Check if supporting details given in the comments why the capability Monitoring & Alerting\\Monitoring & Alerting\\Dashboards   is not applicable.","NULL","NULL","NULL","2023-02-10","216","752","L1","90","SME","NULL"
"1905","Implement AI for events and alerts","NULL","NULL","NULL","2023-02-10","216","753","L1","90","SME","NULL"
"1906","Implement AI for events and alerts","NULL","NULL","NULL","2023-02-10","216","753","L3","90","SME","NULL"
