"id","metric_id","business_impact","priority","baseline_value","baseline_date","transformation_scope_id","transformation_scope_name","dimension_id","questionnaire_instance_id","project_id","geo_id","geo_name","country_id","country_name","region_id","region_name","last_updated_date","last_updated_by"
"193","725","NULL","NULL","3.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"194","726","NULL","NULL","5.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"195","727","NULL","NULL","3.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"196","728","NULL","NULL","5.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"197","729","NULL","NULL","3.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"198","730","NULL","NULL","3.0","2023-09-28","NULL","NULL","211","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"199","735","NULL","NULL","4.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"200","736","NULL","NULL","3.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"201","737","NULL","NULL","3.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"202","738","NULL","NULL","5.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"203","739","NULL","NULL","3.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"204","740","NULL","NULL","5.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"205","731","NULL","NULL","3.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"206","732","NULL","NULL","3.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"207","733","NULL","NULL","4.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"208","734","NULL","NULL","4.0","2023-09-28","NULL","NULL","212","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"209","741","NULL","NULL","0.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"210","742","NULL","NULL","5.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"211","743","NULL","NULL","5.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"212","744","NULL","NULL","5.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"213","745","NULL","NULL","5.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"214","746","NULL","NULL","3.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"215","749","NULL","NULL","3.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"216","750","NULL","NULL","0.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"217","752","NULL","NULL","3.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"218","753","NULL","NULL","5.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"219","754","NULL","NULL","4.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"220","755","NULL","NULL","3.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"221","756","NULL","NULL","5.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"222","757","NULL","NULL","3.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"223","758","NULL","NULL","3.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"224","759","NULL","NULL","3.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"225","760","NULL","NULL","5.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"226","751","NULL","NULL","2.0","2023-09-28","NULL","NULL","216","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"227","747","NULL","NULL","3.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"228","748","NULL","NULL","3.0","2023-09-28","NULL","NULL","214","228","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2374","3736","NULL","NULL","1.0","2023-09-06","NULL","NULL","3845","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2375","3737","NULL","NULL","1.0","2023-09-06","NULL","NULL","3846","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2376","3738","NULL","NULL","1.0","2023-09-06","NULL","NULL","3846","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2377","3739","NULL","NULL","1.0","2023-09-06","NULL","NULL","3848","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2378","3740","NULL","NULL","0.0","2023-09-06","NULL","NULL","3848","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2379","3741","NULL","NULL","4.0","2023-09-06","NULL","NULL","3850","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2380","3742","NULL","NULL","2.0","2023-09-06","NULL","NULL","3851","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2381","3743","NULL","NULL","3.0","2023-09-06","NULL","NULL","3853","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2382","3744","NULL","NULL","1.0","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2383","3745","NULL","NULL","5.0","2023-09-06","NULL","NULL","3855","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2384","3746","NULL","NULL","3.0","2023-09-06","NULL","NULL","3856","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2385","3747","NULL","NULL","5.0","2023-09-06","NULL","NULL","3857","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2386","3748","NULL","NULL","4.0","2023-09-06","NULL","NULL","3859","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2387","3749","NULL","NULL","1.0","2023-09-06","NULL","NULL","3860","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2388","3750","NULL","NULL","3.0","2023-09-06","NULL","NULL","3860","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2389","3751","NULL","NULL","0.0","2023-09-06","NULL","NULL","3860","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2392","3754","NULL","NULL","1.0","2023-09-06","NULL","NULL","3845","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2393","3753","NULL","NULL","1.0","2023-09-06","NULL","NULL","3845","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2394","3755","NULL","NULL","1.0","2023-09-06","NULL","NULL","3845","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2395","3757","NULL","NULL","2.5","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2396","3758","NULL","NULL","2.5","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2397","3759","NULL","NULL","0.0","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2398","3760","NULL","NULL","2.5","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2399","3761","NULL","NULL","0.0","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2400","3762","NULL","NULL","2.5","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2401","3763","NULL","NULL","0.0","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2402","3756","NULL","NULL","2.5","2023-09-06","NULL","NULL","3854","238","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2403","696","NULL","NULL","3.4","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2404","697","NULL","NULL","3.4","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2405","698","NULL","NULL","3.8","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2406","699","NULL","NULL","4.2","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2407","684","NULL","NULL","4.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2408","685","NULL","NULL","2.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2409","686","NULL","NULL","3.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2410","687","NULL","NULL","3.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2411","688","NULL","NULL","4.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2412","689","NULL","NULL","3.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2413","690","NULL","NULL","3.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2414","691","NULL","NULL","3.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2415","692","NULL","NULL","5.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2416","693","NULL","NULL","3.0","2023-12-19","NULL","NULL","207","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2417","694","NULL","NULL","3.4","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2418","695","NULL","NULL","2.6","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2419","700","NULL","NULL","4.0","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2420","701","NULL","NULL","3.5","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2421","702","NULL","NULL","3.5","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2422","703","NULL","NULL","4.5","2023-12-19","NULL","NULL","208","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2423","704","NULL","NULL","4.5","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2424","705","NULL","NULL","3.5","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2425","706","NULL","NULL","4.0","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2426","707","NULL","NULL","4.33","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2427","708","NULL","NULL","3.0","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2428","709","NULL","NULL","3.0","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2429","710","NULL","NULL","3.0","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2430","711","NULL","NULL","4.33","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2431","712","NULL","NULL","3.67","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2432","713","NULL","NULL","3.67","2023-12-19","NULL","NULL","209","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2433","714","NULL","NULL","2.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2434","715","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2435","716","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2436","717","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2437","718","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2438","719","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2439","720","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2440","721","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2441","722","NULL","NULL","3.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2442","723","NULL","NULL","5.0","2023-12-19","NULL","NULL","210","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2443","724","NULL","NULL","3.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2444","725","NULL","NULL","3.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2445","726","NULL","NULL","5.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2446","727","NULL","NULL","3.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2447","728","NULL","NULL","5.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2448","729","NULL","NULL","3.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2449","730","NULL","NULL","3.0","2023-12-19","NULL","NULL","211","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2450","731","NULL","NULL","3.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2451","732","NULL","NULL","3.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2452","733","NULL","NULL","4.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2453","734","NULL","NULL","4.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2454","735","NULL","NULL","4.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2455","736","NULL","NULL","3.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2456","737","NULL","NULL","3.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2457","738","NULL","NULL","5.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2458","739","NULL","NULL","3.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2459","740","NULL","NULL","5.0","2023-12-19","NULL","NULL","212","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2460","741","NULL","NULL","0.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2461","742","NULL","NULL","5.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2462","743","NULL","NULL","5.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2463","744","NULL","NULL","5.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2464","745","NULL","NULL","5.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2465","746","NULL","NULL","3.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2466","747","NULL","NULL","2.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2467","748","NULL","NULL","2.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2468","749","NULL","NULL","3.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2469","750","NULL","NULL","0.0","2023-12-19","NULL","NULL","214","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2470","751","NULL","NULL","2.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2471","752","NULL","NULL","3.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2472","753","NULL","NULL","4.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2473","754","NULL","NULL","4.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2474","755","NULL","NULL","3.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2475","756","NULL","NULL","5.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2476","757","NULL","NULL","3.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2477","758","NULL","NULL","3.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2478","759","NULL","NULL","3.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2479","760","NULL","NULL","5.0","2023-12-19","NULL","NULL","216","241","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2480","1555","NULL","NULL","5.0","2023-12-19","NULL","NULL","3733","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2481","1556","NULL","NULL","5.0","2023-12-19","NULL","NULL","3733","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2482","1557","NULL","NULL","4.0","2023-12-19","NULL","NULL","3733","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2483","1558","NULL","NULL","5.0","2023-12-19","NULL","NULL","3734","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2484","1559","NULL","NULL","5.0","2023-12-19","NULL","NULL","3734","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2485","1560","NULL","NULL","3.0","2023-12-19","NULL","NULL","3734","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2486","1561","NULL","NULL","1.0","2023-12-19","NULL","NULL","3735","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2487","1562","NULL","NULL","4.0","2023-12-19","NULL","NULL","3735","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2488","1563","NULL","NULL","5.0","2023-12-19","NULL","NULL","3735","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2489","1564","NULL","NULL","5.0","2023-12-19","NULL","NULL","3736","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2490","1565","NULL","NULL","4.0","2023-12-19","NULL","NULL","3736","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2491","1566","NULL","NULL","4.0","2023-12-19","NULL","NULL","3736","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2492","1567","NULL","NULL","4.0","2023-12-19","NULL","NULL","3737","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2493","1568","NULL","NULL","4.0","2023-12-19","NULL","NULL","3737","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2494","1569","NULL","NULL","4.0","2023-12-19","NULL","NULL","3737","244","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2552","1540","NULL","NULL","80.0","2023-12-19","NULL","NULL","3722","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2553","1541","NULL","NULL","70.0","2023-12-19","NULL","NULL","3722","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2554","1542","NULL","NULL","60.0","2023-12-19","NULL","NULL","3722","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2555","1508","NULL","NULL","20.0","2023-12-19","NULL","NULL","3712","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2556","1509","NULL","NULL","40.0","2023-12-19","NULL","NULL","3712","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2557","1510","NULL","NULL","70.0","2023-12-19","NULL","NULL","3713","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2558","1543","NULL","NULL","80.0","2023-12-19","NULL","NULL","3723","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2559","1511","NULL","NULL","68.0","2023-12-19","NULL","NULL","3713","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2560","1544","NULL","NULL","90.0","2023-12-19","NULL","NULL","3723","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2561","1545","NULL","NULL","70.0","2023-12-19","NULL","NULL","3723","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2562","1546","NULL","NULL","90.0","2023-12-19","NULL","NULL","3723","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2563","1547","NULL","NULL","70.0","2023-12-19","NULL","NULL","3723","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2564","1512","NULL","NULL","60.0","2023-12-19","NULL","NULL","3715","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2565","1548","NULL","NULL","60.0","2023-12-19","NULL","NULL","3723","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2566","1513","NULL","NULL","80.0","2023-12-19","NULL","NULL","3715","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2567","1514","NULL","NULL","70.0","2023-12-19","NULL","NULL","3715","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2568","1515","NULL","NULL","80.0","2023-12-19","NULL","NULL","3715","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2569","1516","NULL","NULL","70.0","2023-12-19","NULL","NULL","3715","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2570","1549","NULL","NULL","80.0","2023-12-19","NULL","NULL","3724","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2571","1517","NULL","NULL","100.0","2023-12-19","NULL","NULL","3716","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2572","1518","NULL","NULL","70.0","2023-12-19","NULL","NULL","3716","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2573","1550","NULL","NULL","70.0","2023-12-19","NULL","NULL","3727","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2574","1551","NULL","NULL","80.0","2023-12-19","NULL","NULL","3728","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2575","1519","NULL","NULL","20.0","2023-12-19","NULL","NULL","3717","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2576","1552","NULL","NULL","70.0","2023-12-19","NULL","NULL","3726","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2577","1520","NULL","NULL","100.0","2023-12-19","NULL","NULL","3717","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2578","1553","NULL","NULL","90.0","2023-12-19","NULL","NULL","3728","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2579","1521","NULL","NULL","80.0","2023-12-19","NULL","NULL","3717","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2580","1522","NULL","NULL","50.0","2023-12-19","NULL","NULL","3717","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2581","1523","NULL","NULL","70.0","2023-12-19","NULL","NULL","3718","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2582","1554","NULL","NULL","80.0","2023-12-19","NULL","NULL","3729","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2583","1524","NULL","NULL","80.0","2023-12-19","NULL","NULL","3718","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2584","1532","NULL","NULL","100.0","2023-12-19","NULL","NULL","3719","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2585","1533","NULL","NULL","80.0","2023-12-19","NULL","NULL","3719","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2586","1534","NULL","NULL","60.0","2023-12-19","NULL","NULL","3719","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
"2587","1535","NULL","NULL","90.0","2023-12-19","NULL","NULL","3719","243","2","NULL","NULL","NULL","NULL","NULL","NULL","NULL","NULL"
